YearAdj,Season,Secchi,SpCond,WaterTemp,DissOrthophos,DissNitrateNitrite,DissAmmonia
1975,Winter,42.1,1151.65,8,0.09083333333333334,NA,NA
1975,Spring,29.348484848484848,250.0909090909091,13.621212121212121,0.08857142857142858,0.3357142857142857,NA
1975,Summer,33.56060606060606,974.2272727272727,21.21212121212121,0.07071428571428572,0.2169047619047619,NA
1975,Fall,43.89393939393939,1096.939393939394,17.060606060606062,0.07928571428571429,0.30642857142857144,NA
1976,Winter,59.54545454545455,2998.787878787879,9.969696969696969,0.08619047619047619,0.4857142857142857,NA
1976,Spring,37.666666666666664,3673.2727272727275,15.924242424242424,0.07976190476190477,0.3865,NA
1976,Summer,40.36363636363637,4847.515151515152,21.772727272727273,0.10809523809523809,0.28285714285714286,NA
1976,Fall,54.803030303030305,5841.742424242424,19.181818181818183,0.13357142857142856,0.49785714285714283,NA
1977,Winter,57.303030303030305,7606.869565217391,10.090909090909092,0.11619047619047619,0.9042857142857142,NA
1977,Spring,41.666666666666664,7815.787878787879,15.545454545454545,0.09833333333333334,0.753095238095238,NA
1977,Summer,48.515151515151516,8841.575757575758,22.348484848484848,0.10666666666666667,0.4069047619047619,NA
1977,Fall,54.74242424242424,9326.318181818182,18.96969696969697,0.11261904761904762,0.4761904761904762,NA
1978,Winter,29.454545454545453,3640.5757575757575,11.454545454545455,0.14142857142857143,1.2576190476190476,NA
1978,Spring,31.87878787878788,313.6363636363636,16.318181818181817,0.1019047619047619,0.5085714285714286,NA
1978,Summer,28.09090909090909,3481.530303030303,22.303030303030305,0.08476190476190476,0.29119047619047617,NA
1978,Fall,38.484848484848484,2885.212121212121,18.333333333333332,0.08523809523809524,0.29214285714285715,NA
1979,Winter,30.53125,1312.4242424242425,9.757575757575758,0.11666666666666667,0.7728571428571429,0.19727272727272727
1979,Spring,34.166666666666664,730.0757575757576,16.015151515151516,0.07476190476190477,0.4521428571428571,0.062142857142857146
1979,Summer,29.609375,3724.25,22.453125,0.07210526315789474,0.19025,0.03325
1979,Fall,43.63636363636363,4477.636363636364,18.78787878787879,0.09285714285714286,0.3092857142857143,0.06476190476190477
1980,Winter,32.166666666666664,1935.3181818181818,10.681818181818182,0.08214285714285714,0.38571428571428573,0.09142857142857143
1980,Spring,39.42424242424242,364.74242424242425,15.681818181818182,0.06476190476190477,0.31452380952380954,0.05261904761904762
1980,Summer,35.666666666666664,1562.4242424242425,21.515151515151516,0.07823529411764706,0.2769047619047619,0.04142857142857143
1980,Fall,40.5,2880.181818181818,17.151515151515152,0.08047619047619048,0.28825,0.055
1981,Winter,42.878787878787875,2902.212121212121,10.424242424242424,0.10904761904761905,0.6247619047619047,0.1438095238095238
1981,Spring,39.015151515151516,2067.909090909091,17.37878787878788,0.11095238095238096,0.4788095238095238,0.10095238095238096
1981,Summer,37.09090909090909,4404.469696969697,22.87878787878788,0.10285714285714286,0.27095238095238094,0.04071428571428572
1981,Fall,47.36363636363637,4918.212121212121,18.772727272727273,0.09952380952380953,0.36452380952380953,0.095
1982,Winter,36,631.2424242424242,10.666666666666666,0.1031578947368421,0.6561904761904762,0.17238095238095238
1982,Spring,44.274193548387096,189.796875,15.125,0.0815,0.28675,0.0825
1982,Summer,34.39393939393939,796.969696969697,21.863636363636363,0.07261904761904762,0.29833333333333334,0.0530952380952381
1982,Fall,50.54545454545455,471.5,17.515151515151516,0.06095238095238095,0.24333333333333335,0.0445
1983,Winter,29.6875,196.09375,10.28125,0.0775,0.428,0.1055
1983,Spring,39.57575757575758,205.57575757575756,13.757575757575758,0.078,0.3142857142857143,0.08952380952380952
